number,target_id,target_title,source_id,source_title
25,13125,Shinsekai yori,34599,Made in Abyss
11,35839,Sora yori mo Tooi Basho,34599,Made in Abyss
7,3701,Kaiba,34599,Made in Abyss
7,35557,Houseki no Kuni (TV),34599,Made in Abyss
7,16498,Shingeki no Kyojin,34599,Made in Abyss
6,40221,Kami no Tou,34599,Made in Abyss
1,33,Kenpuu Denki Berserk,36862,Made in Abyss Movie 3: Fukaki Tamashii no Reimei
76,4081,Natsume Yuujinchou,457,Mushishi
63,486,Kino no Tabi: The Beautiful World,457,Mushishi
42,2246,Mononoke,457,Mushishi
15,164,Mononoke Hime,457,Mushishi
15,861,xxxHOLiC,457,Mushishi
11,477,Aria the Animation,457,Mushishi
11,37520,Dororo,457,Mushishi
11,1589,Bartender,457,Mushishi
10,5081,Bakemonogatari,457,Mushishi
9,387,Haibane Renmei,457,Mushishi
36,46095,Vivy: Fluorite Eye's Song,33352,Violet Evergarden
16,37497,Irozuku Sekai no Ashita kara,33352,Violet Evergarden
16,23273,Shigatsu wa Kimi no Uso,33352,Violet Evergarden
15,35062,Mahoutsukai no Yome,33352,Violet Evergarden
13,28851,Koe no Katachi,33352,Violet Evergarden
13,35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,33352,Violet Evergarden
11,28223,Death Parade,33352,Violet Evergarden
11,41025,Fumetsu no Anata e,33352,Violet Evergarden
8,27775,Plastic Memories,33352,Violet Evergarden
7,4081,Natsume Yuujinchou,33352,Violet Evergarden
59,36098,Kimi no Suizou wo Tabetai,23273,Shigatsu wa Kimi no Uso
56,31646,3-gatsu no Lion,23273,Shigatsu wa Kimi no Uso
44,1698,Nodame Cantabile,23273,Shigatsu wa Kimi no Uso
40,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,23273,Shigatsu wa Kimi no Uso
40,4181,Clannad: After Story,23273,Shigatsu wa Kimi no Uso
28,12531,Sakamichi no Apollon,23273,Shigatsu wa Kimi no Uso
25,27775,Plastic Memories,23273,Shigatsu wa Kimi no Uso
18,6547,Angel Beats!,23273,Shigatsu wa Kimi no Uso
16,33352,Violet Evergarden,23273,Shigatsu wa Kimi no Uso
13,13759,Sakura-sou no Pet na Kanojo,23273,Shigatsu wa Kimi no Uso
2,170,Slam Dunk,5258,Hajime no Ippo: New Challenger
1,5226,Souten Kouro,5258,Hajime no Ippo: New Challenger
1,2922,Ashita no Joe 2 (Movie),5258,Hajime no Ippo: New Challenger
1,6114,Rainbow: Nisha Rokubou no Shichinin,5258,Hajime no Ippo: New Challenger
1,551,Grappler Baki: Saidai Tournament-hen,5258,Hajime no Ippo: New Challenger
1,15,Eyeshield 21,5258,Hajime no Ippo: New Challenger
1,71,Full Metal Panic!,5258,Hajime no Ippo: New Challenger
1,287,Grappler Baki (TV),5258,Hajime no Ippo: New Challenger
1,1559,Shijou Saikyou no Deshi Kenichi,5258,Hajime no Ippo: New Challenger
25,199,Sen to Chihiro no Kamikakushi,431,Howl no Ugoku Shiro
8,513,Tenkuu no Shiro Laputa,431,Howl no Ugoku Shiro
5,512,Majo no Takkyuubin,431,Howl no Ugoku Shiro
4,164,Mononoke Hime,431,Howl no Ugoku Shiro
3,32902,Mahoutsukai no Yome: Hoshi Matsu Hito,431,Howl no Ugoku Shiro
3,523,Tonari no Totoro,431,Howl no Ugoku Shiro
3,4551,Hakushaku to Yousei,431,Howl no Ugoku Shiro
3,97,Last Exile,431,Howl no Ugoku Shiro
2,32281,Kimi no Na wa.,431,Howl no Ugoku Shiro
2,585,Mimi wo Sumaseba,431,Howl no Ugoku Shiro
1,13667,Naruto: Shippuuden Movie 6 - Road to Ninja,40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen
1,36896,Boku no Hero Academia the Movie 1: Futari no Hero,40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen
1,32281,Kimi no Na wa.,40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen
1,10417,Gyo,40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen
1,2251,Baccano!,40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen
3,30230,Diamond no Ace: Second Season,28891,Haikyuu!! Second Season
3,31559,Prince of Stride: Alternative,28891,Haikyuu!! Second Season
2,37962,IDOLiSH7: Second Beat!,28891,Haikyuu!! Second Season
2,11771,Kuroko no Basket,28891,Haikyuu!! Second Season
1,37965,Kaze ga Tsuyoku Fuiteiru,28891,Haikyuu!! Second Season
1,18689,Diamond no Ace,28891,Haikyuu!! Second Season
1,16894,Kuroko no Basket 2nd Season,28891,Haikyuu!! Second Season
1,10800,Chihayafuru,28891,Haikyuu!! Second Season
1,20583,Haikyuu!!,28891,Haikyuu!! Second Season
1,18507,Free!,28891,Haikyuu!! Second Season
4,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,918,Gintama,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,37510,Mob Psycho 100 II,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,11843,Danshi Koukousei no Nichijou,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,38992,Rikei ga Koi ni Ochita no de Shoumei shitemita.,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,4224,Toradora!,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,33487,Masamune-kun no Revenge,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,853,Ouran Koukou Host Club,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,1486,Kodomo no Omocha (TV),40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
1,37171,Asobi Asobase,40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen
3,457,Mushishi,11665,Natsume Yuujinchou Shi
1,10408,Hotarubi no Mori e,11665,Natsume Yuujinchou Shi
1,10232,Tamayura: Hitotose,11665,Natsume Yuujinchou Shi
1,2167,Clannad,11665,Natsume Yuujinchou Shi
1,861,xxxHOLiC,11665,Natsume Yuujinchou Shi
1,477,Aria the Animation,11665,Natsume Yuujinchou Shi
87,6702,Fairy Tail,21,One Piece
65,11061,Hunter x Hunter (2011),21,One Piece
40,20,Naruto,21,One Piece
24,918,Gintama,21,One Piece
22,223,Dragon Ball,21,One Piece
16,813,Dragon Ball Z,21,One Piece
16,10033,Toriko,21,One Piece
16,1735,Naruto: Shippuuden,21,One Piece
13,34572,Black Clover,21,One Piece
12,3588,Soul Eater,21,One Piece
3,32,Neon Genesis Evangelion: The End of Evangelion,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
2,758,RahXephon: Tagen Hensoukyoku,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
2,7843,Kiekaketa Monogataritachi no Tame ni,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
1,39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
1,48488,Higurashi no Naku Koro ni Sotsu,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
1,37981,Kaijuu no Kodomo,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
1,37765,Mobile Suit Gundam: Hathaway's Flash,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
1,34437,Code Geass: Fukkatsu no Lelouch,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
1,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
1,40664,Shoujo☆Kageki Revue Starlight Movie,3786,Evangelion: 3.0+1.0 Thrice Upon a Time
1,10800,Chihayafuru,34591,Natsume Yuujinchou Roku
1,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,34591,Natsume Yuujinchou Roku
1,457,Mushishi,34591,Natsume Yuujinchou Roku
4,3701,Kaiba,40834,Ousama Ranking
4,32182,Mob Psycho 100,40834,Ousama Ranking
3,34599,Made in Abyss,40834,Ousama Ranking
2,37520,Dororo,40834,Ousama Ranking
2,5420,Kemono no Souja Erin,40834,Ousama Ranking
2,40397,Maoujou de Oyasumi,40834,Ousama Ranking
1,21,One Piece,40834,Ousama Ranking
1,33352,Violet Evergarden,40834,Ousama Ranking
1,572,Kaze no Tani no Nausicaä,40834,Ousama Ranking
1,5114,Fullmetal Alchemist: Brotherhood,40834,Ousama Ranking
126,18679,Kill la Kill,2001,Tengen Toppa Gurren Lagann
34,30,Neon Genesis Evangelion,2001,Tengen Toppa Gurren Lagann
27,35849,Darling in the FranXX,2001,Tengen Toppa Gurren Lagann
24,237,Koukyoushihen Eureka Seven,2001,Tengen Toppa Gurren Lagann
24,227,FLCL,2001,Tengen Toppa Gurren Lagann
20,1002,Top wo Nerae 2! Diebuster,2001,Tengen Toppa Gurren Lagann
18,35848,Promare,2001,Tengen Toppa Gurren Lagann
17,1575,Code Geass: Hangyaku no Lelouch,2001,Tengen Toppa Gurren Lagann
13,949,Top wo Nerae! Gunbuster,2001,Tengen Toppa Gurren Lagann
12,6030,Needless,2001,Tengen Toppa Gurren Lagann
11,31646,3-gatsu no Lion,22135,Ping Pong the Animation
11,7785,Yojouhan Shinwa Taikei,22135,Ping Pong the Animation
6,2154,Tekkon Kinkreet,22135,Ping Pong the Animation
5,10800,Chihayafuru,22135,Ping Pong the Animation
5,32182,Mob Psycho 100,22135,Ping Pong the Animation
4,12531,Sakamichi no Apollon,22135,Ping Pong the Animation
3,37965,Kaze ga Tsuyoku Fuiteiru,22135,Ping Pong the Animation
3,33031,Shakunetsu no Takkyuu Musume,22135,Ping Pong the Animation
3,135,Hikaru no Go,22135,Ping Pong the Animation
3,2402,Ashita no Joe,22135,Ping Pong the Animation
9,9253,Steins;Gate,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
7,7311,Suzumiya Haruhi no Shoushitsu,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
4,32281,Kimi no Na wa.,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
3,11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
2,31043,Boku dake ga Inai Machi,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
2,36098,Kimi no Suizou wo Tabetai,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
2,37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
1,1530,Kanon (2006),38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
1,6547,Angel Beats!,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
1,30484,Steins;Gate 0,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
2,13125,Shinsekai yori,35760,Shingeki no Kyojin Season 3
1,1889,Higurashi no Naku Koro ni Kai,35760,Shingeki no Kyojin Season 3
1,5114,Fullmetal Alchemist: Brotherhood,35760,Shingeki no Kyojin Season 3
1,513,Tenkuu no Shiro Laputa,35760,Shingeki no Kyojin Season 3
16,11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,7311,Suzumiya Haruhi no Shoushitsu
11,9253,Steins;Gate,7311,Suzumiya Haruhi no Shoushitsu
7,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,7311,Suzumiya Haruhi no Shoushitsu
5,2236,Toki wo Kakeru Shoujo,7311,Suzumiya Haruhi no Shoushitsu
5,32281,Kimi no Na wa.,7311,Suzumiya Haruhi no Shoushitsu
5,13667,Naruto: Shippuuden Movie 6 - Road to Ninja,7311,Suzumiya Haruhi no Shoushitsu
4,3652,Higurashi no Naku Koro ni Rei,7311,Suzumiya Haruhi no Shoushitsu
3,32,Neon Genesis Evangelion: The End of Evangelion,7311,Suzumiya Haruhi no Shoushitsu
3,11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,7311,Suzumiya Haruhi no Shoushitsu
2,16706,Kami nomi zo Shiru Sekai: Megami-hen,7311,Suzumiya Haruhi no Shoushitsu
617,1575,Code Geass: Hangyaku no Lelouch,1535,Death Note
102,19,Monster,1535,Death Note
90,23283,Zankyou no Terror,1535,Death Note
74,10620,Mirai Nikki (TV),1535,Death Note
66,13601,Psycho-Pass,1535,Death Note
49,2904,Code Geass: Hangyaku no Lelouch R2,1535,Death Note
48,28223,Death Parade,1535,Death Note
44,5040,One Outs,1535,Death Note
41,37779,Yakusoku no Neverland,1535,Death Note
40,40911,Yuukoku no Moriarty,1535,Death Note
2,164,Mononoke Hime,28957,Mushishi Zoku Shou: Suzu no Shizuku
1,32983,Natsume Yuujinchou Go,28957,Mushishi Zoku Shou: Suzu no Shizuku
1,36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,28957,Mushishi Zoku Shou: Suzu no Shizuku
27,35851,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,12355,Ookami Kodomo no Ame to Yuki
19,10162,Usagi Drop,12355,Ookami Kodomo no Ame to Yuki
12,523,Tonari no Totoro,12355,Ookami Kodomo no Ame to Yuki
9,28805,Bakemono no Ko,12355,Ookami Kodomo no Ame to Yuki
7,4181,Clannad: After Story,12355,Ookami Kodomo no Ame to Yuki
7,2236,Toki wo Kakeru Shoujo,12355,Ookami Kodomo no Ame to Yuki
5,32281,Kimi no Na wa.,12355,Ookami Kodomo no Ame to Yuki
3,32491,Kanojo to Kanojo no Neko: Everything Flows,12355,Ookami Kodomo no Ame to Yuki
3,1029,Omoide Poroporo,12355,Ookami Kodomo no Ame to Yuki
3,39575,Somali to Mori no Kamisama,12355,Ookami Kodomo no Ame to Yuki
1,170,Slam Dunk,19647,Hajime no Ippo: Rising
1,1559,Shijou Saikyou no Deshi Kenichi,19647,Hajime no Ippo: Rising
1,35120,Devilman: Crybaby,31757,Kizumonogatari II: Nekketsu-hen
3,27947,Lupin III (2015),37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
3,11061,Hunter x Hunter (2011),37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
3,1535,Death Note,37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
2,36649,Banana Fish,37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
2,10087,Fate/Zero,37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
2,31478,Bungou Stray Dogs,37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
1,37447,Karakuri Circus (TV),37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
1,34443,Baki,37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
1,9756,Mahou Shoujo Madoka★Magica,37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
1,21,One Piece,37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze
1,16,Hachimitsu to Clover,32983,Natsume Yuujinchou Go
1,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,32983,Natsume Yuujinchou Go
1,32696,Fukigen na Mononokean,32983,Natsume Yuujinchou Go
1,10460,Kimi to Boku.,32983,Natsume Yuujinchou Go
1,31043,Boku dake ga Inai Machi,32983,Natsume Yuujinchou Go
1,31646,3-gatsu no Lion,32983,Natsume Yuujinchou Go
1,28957,Mushishi Zoku Shou: Suzu no Shizuku,32983,Natsume Yuujinchou Go
1,457,Mushishi,32983,Natsume Yuujinchou Go
2,10049,Nurarihyon no Mago: Sennen Makyou,10379,Natsume Yuujinchou San
2,457,Mushishi,10379,Natsume Yuujinchou San
2,10408,Hotarubi no Mori e,10379,Natsume Yuujinchou San
1,477,Aria the Animation,10379,Natsume Yuujinchou San
1,7592,Nurarihyon no Mago,10379,Natsume Yuujinchou San
1,861,xxxHOLiC,10379,Natsume Yuujinchou San
1,6045,Kimi ni Todoke,10379,Natsume Yuujinchou San
1,14713,Kamisama Hajimemashita,10379,Natsume Yuujinchou San
1,10232,Tamayura: Hitotose,10379,Natsume Yuujinchou San
17,12531,Sakamichi no Apollon,28735,Shouwa Genroku Rakugo Shinjuu
10,32948,Fune wo Amu,28735,Shouwa Genroku Rakugo Shinjuu
10,31646,3-gatsu no Lion,28735,Shouwa Genroku Rakugo Shinjuu
7,7588,Saraiya Goyou,28735,Shouwa Genroku Rakugo Shinjuu
5,7193,Aoi Bungaku Series,28735,Shouwa Genroku Rakugo Shinjuu
4,1033,Sennen Joyuu,28735,Shouwa Genroku Rakugo Shinjuu
4,10800,Chihayafuru,28735,Shouwa Genroku Rakugo Shinjuu
4,13349,Chouyaku Hyakuninisshu: Uta Koi.,28735,Shouwa Genroku Rakugo Shinjuu
3,877,Nana,28735,Shouwa Genroku Rakugo Shinjuu
2,1203,Nitaboh,28735,Shouwa Genroku Rakugo Shinjuu
1,1089,Macross: Do You Remember Love?,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
1,35848,Promare,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
1,5681,Summer Wars,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
1,6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
1,4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
1,32,Neon Genesis Evangelion: The End of Evangelion,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
1,2978,Shin Getter Robo,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
1,3786,Evangelion: 3.0+1.0 Thrice Upon a Time,4565,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen
27,1210,NHK ni Youkoso!,7785,Yojouhan Shinwa Taikei
18,5081,Bakemonogatari,7785,Yojouhan Shinwa Taikei
15,34537,Yoru wa Mijikashi Arukeyo Otome,7785,Yojouhan Shinwa Taikei
14,6774,Kuuchuu Buranko,7785,Yojouhan Shinwa Taikei
11,22135,Ping Pong the Animation,7785,Yojouhan Shinwa Taikei
9,17909,Uchouten Kazoku,7785,Yojouhan Shinwa Taikei
8,2605,Sayonara Zetsubou Sensei,7785,Yojouhan Shinwa Taikei
8,227,FLCL,7785,Yojouhan Shinwa Taikei
5,4382,Suzumiya Haruhi no Yuuutsu (2009),7785,Yojouhan Shinwa Taikei
5,9253,Steins;Gate,7785,Yojouhan Shinwa Taikei
3,9756,Mahou Shoujo Madoka★Magica,11741,Fate/Zero 2nd Season
3,2593,Kara no Kyoukai Movie 1: Fukan Fuukei,11741,Fate/Zero 2nd Season
3,1535,Death Note,11741,Fate/Zero 2nd Season
2,1,Cowboy Bebop,11741,Fate/Zero 2nd Season
2,22729,Aldnoah.Zero,11741,Fate/Zero 2nd Season
2,30,Neon Genesis Evangelion,11741,Fate/Zero 2nd Season
2,34662,Fate/Apocrypha,11741,Fate/Zero 2nd Season
1,2251,Baccano!,11741,Fate/Zero 2nd Season
1,14075,Zetsuen no Tempest,11741,Fate/Zero 2nd Season
1,16782,Kotonoha no Niwa,11741,Fate/Zero 2nd Season
1,6408,"""Bungaku Shoujo"" Movie",40417,Fruits Basket 2nd Season
1,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,40417,Fruits Basket 2nd Season
1,37962,IDOLiSH7: Second Beat!,40417,Fruits Basket 2nd Season
1,40716,Kakushigoto (TV),40417,Fruits Basket 2nd Season
1,41025,Fumetsu no Anata e,40417,Fruits Basket 2nd Season
1,25013,Akatsuki no Yona,40417,Fruits Basket 2nd Season
1,1222,Bokura ga Ita,40417,Fruits Basket 2nd Season
59,23273,Shigatsu wa Kimi no Uso,36098,Kimi no Suizou wo Tabetai
18,28851,Koe no Katachi,36098,Kimi no Suizou wo Tabetai
10,32281,Kimi no Na wa.,36098,Kimi no Suizou wo Tabetai
6,40787,Josee to Tora to Sakana-tachi,36098,Kimi no Suizou wo Tabetai
6,27775,Plastic Memories,36098,Kimi no Suizou wo Tabetai
5,587,Hanbun no Tsuki ga Noboru Sora,36098,Kimi no Suizou wo Tabetai
3,4181,Clannad: After Story,36098,Kimi no Suizou wo Tabetai
3,36793,3D Kanojo: Real Girl,36098,Kimi no Suizou wo Tabetai
2,35839,Sora yori mo Tooi Basho,36098,Kimi no Suizou wo Tabetai
2,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,36098,Kimi no Suizou wo Tabetai
1,440,Shoujo Kakumei Utena,40664,Shoujo☆Kageki Revue Starlight Movie
1,3786,Evangelion: 3.0+1.0 Thrice Upon a Time,40664,Shoujo☆Kageki Revue Starlight Movie
1,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,21329,Mushishi: Hihamukage
20,11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,32,Neon Genesis Evangelion: The End of Evangelion
10,35120,Devilman: Crybaby,32,Neon Genesis Evangelion: The End of Evangelion
9,47,Akira,32,Neon Genesis Evangelion: The End of Evangelion
6,441,Shoujo Kakumei Utena: Adolescence Mokushiroku,32,Neon Genesis Evangelion: The End of Evangelion
6,2761,Densetsu Kyojin Ideon: Hatsudou-hen,32,Neon Genesis Evangelion: The End of Evangelion
3,7311,Suzumiya Haruhi no Shoushitsu,32,Neon Genesis Evangelion: The End of Evangelion
3,437,Perfect Blue,32,Neon Genesis Evangelion: The End of Evangelion
3,3786,Evangelion: 3.0+1.0 Thrice Upon a Time,32,Neon Genesis Evangelion: The End of Evangelion
3,885,Tenshi no Tamago,32,Neon Genesis Evangelion: The End of Evangelion
2,1023,Wolf's Rain OVA,32,Neon Genesis Evangelion: The End of Evangelion
2,861,xxxHOLiC,5300,Zoku Natsume Yuujinchou
2,457,Mushishi,5300,Zoku Natsume Yuujinchou
1,142,Kamikaze Kaitou Jeanne,5300,Zoku Natsume Yuujinchou
1,38680,Fruits Basket 1st Season,5300,Zoku Natsume Yuujinchou
1,489,Kamichu!,5300,Zoku Natsume Yuujinchou
1,199,Sen to Chihiro no Kamikakushi,5300,Zoku Natsume Yuujinchou
1,2931,Mokke,5300,Zoku Natsume Yuujinchou
1,2966,Ookami to Koushinryou,5300,Zoku Natsume Yuujinchou
1,10232,Tamayura: Hitotose,5300,Zoku Natsume Yuujinchou
1,6045,Kimi ni Todoke,5300,Zoku Natsume Yuujinchou
1,6746,Durarara!!,12365,Bakuman. 3rd Season
1,14397,Chihayafuru 2,12365,Bakuman. 3rd Season
1,25835,Shirobako,12365,Bakuman. 3rd Season
1,1698,Nodame Cantabile,12365,Bakuman. 3rd Season
1,23289,Gekkan Shoujo Nozaki-kun,12365,Bakuman. 3rd Season
66,40748,Jujutsu Kaisen (TV),38000,Kimetsu no Yaiba
39,37520,Dororo,38000,Kimetsu no Yaiba
21,16498,Shingeki no Kyojin,38000,Kimetsu no Yaiba
20,269,Bleach,38000,Kimetsu no Yaiba
14,5114,Fullmetal Alchemist: Brotherhood,38000,Kimetsu no Yaiba
13,11061,Hunter x Hunter (2011),38000,Kimetsu no Yaiba
13,31964,Boku no Hero Academia,38000,Kimetsu no Yaiba
10,249,InuYasha,38000,Kimetsu no Yaiba
10,9919,Ao no Exorcist,38000,Kimetsu no Yaiba
9,26243,Owari no Seraph,38000,Kimetsu no Yaiba
2,11771,Kuroko no Basket,40776,Haikyuu!! To the Top Part 2
1,34636,Ballroom e Youkoso,40776,Haikyuu!! To the Top Part 2
1,14397,Chihayafuru 2,40776,Haikyuu!! To the Top Part 2
1,38080,Kono Oto Tomare!,40776,Haikyuu!! To the Top Part 2
6,2251,Baccano!,4282,Kara no Kyoukai Movie 5: Mujun Rasen
4,437,Perfect Blue,4282,Kara no Kyoukai Movie 5: Mujun Rasen
3,10087,Fate/Zero,4282,Kara no Kyoukai Movie 5: Mujun Rasen
3,468,Innocence,4282,Kara no Kyoukai Movie 5: Mujun Rasen
2,339,Serial Experiments Lain,4282,Kara no Kyoukai Movie 5: Mujun Rasen
2,5177,Denpa-teki na Kanojo,4282,Kara no Kyoukai Movie 5: Mujun Rasen
1,11577,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,4282,Kara no Kyoukai Movie 5: Mujun Rasen
1,30,Neon Genesis Evangelion,4282,Kara no Kyoukai Movie 5: Mujun Rasen
1,28701,Fate/stay night: Unlimited Blade Works 2nd Season,4282,Kara no Kyoukai Movie 5: Mujun Rasen
1,405,Blood: The Last Vampire,4282,Kara no Kyoukai Movie 5: Mujun Rasen
48,1818,Claymore,33,Kenpuu Denki Berserk
24,267,Gungrave,33,Kenpuu Denki Berserk
16,35120,Devilman: Crybaby,33,Kenpuu Denki Berserk
13,16498,Shingeki no Kyojin,33,Kenpuu Denki Berserk
13,37521,Vinland Saga,33,Kenpuu Denki Berserk
10,19,Monster,33,Kenpuu Denki Berserk
7,820,Ginga Eiyuu Densetsu,33,Kenpuu Denki Berserk
7,8086,Densetsu no Yuusha no Densetsu,33,Kenpuu Denki Berserk
7,777,Hellsing Ultimate,33,Kenpuu Denki Berserk
7,967,Hokuto no Ken,33,Kenpuu Denki Berserk
26,11771,Kuroko no Basket,170,Slam Dunk
8,20583,Haikyuu!!,170,Slam Dunk
7,37403,Ahiru no Sora,170,Slam Dunk
7,245,Great Teacher Onizuka,170,Slam Dunk
7,17,Hungry Heart: Wild Striker,170,Slam Dunk
4,406,Buzzer Beater,170,Slam Dunk
4,851,Kyou kara Ore wa!!,170,Slam Dunk
4,263,Hajime no Ippo,170,Slam Dunk
3,292,Dear Boys,170,Slam Dunk
3,18689,Diamond no Ace,170,Slam Dunk
23,34798,Yuru Camp△,35839,Sora yori mo Tooi Basho
18,5680,K-On!,35839,Sora yori mo Tooi Basho
11,12431,Uchuu Kyoudai,35839,Sora yori mo Tooi Basho
11,34599,Made in Abyss,35839,Sora yori mo Tooi Basho
10,38753,Araburu Kisetsu no Otome-domo yo.,35839,Sora yori mo Tooi Basho
8,27989,Hibike! Euphonium,35839,Sora yori mo Tooi Basho
6,15051,Love Live! School Idol Project,35839,Sora yori mo Tooi Basho
6,33352,Violet Evergarden,35839,Sora yori mo Tooi Basho
6,21681,Hanayamata,35839,Sora yori mo Tooi Basho
4,9289,Hanasaku Iroha,35839,Sora yori mo Tooi Basho
49,16498,Shingeki no Kyojin,37779,Yakusoku no Neverland
43,34599,Made in Abyss,37779,Yakusoku no Neverland
41,1535,Death Note,37779,Yakusoku no Neverland
22,31043,Boku dake ga Inai Machi,37779,Yakusoku no Neverland
17,13125,Shinsekai yori,37779,Yakusoku no Neverland
15,43439,Shadows House,37779,Yakusoku no Neverland
9,9756,Mahou Shoujo Madoka★Magica,37779,Yakusoku no Neverland
8,38000,Kimetsu no Yaiba,37779,Yakusoku no Neverland
7,26243,Owari no Seraph,37779,Yakusoku no Neverland
